Unnamed: 0	scene_id	raw_text	characters	affective_prompt	only_speaker	origin_sent	sent_and_prompt	cOPN	labels	personality_description	sent	sentence1	sentence2
344	01_e08_c10(0) 	"[['Monica Geller', ' It was a really beautiful service.'], ['Mrs. Geller', "" It really was. Oh, c'mere, sweetheart. (Hugs her) Y'know, I think it might be time for you to start using night cream.""], ['Joey Tribbiani', ' What?']]"	Joey Tribbiani	First, the emotion of others is neutral, the emotion of others is neutral, Joey respond with neutral, 	 What?, ; 	Others :  It was a really beautiful service., Others :  It really was. Oh, c'mere, sweetheart. (Hugs her) Y'know, I think it might be time for you to start using night cream., Speaker :  What?, ; 	Others :  It was a really beautiful service., Others :  It really was. Oh, c'mere, sweetheart. (Hugs her) Y'know, I think it might be time for you to start using night cream., Speaker :  What?, ; First, the emotion of others is neutral, the emotion of others is neutral, Joey respond with neutral, 	True	1	Joey has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  It was a really beautiful service., Others :  It really was. Oh, c'mere, sweetheart. (Hugs her) Y'know, I think it might be time for you to start using night cream., Speaker :  What?, ; 	Others :  It was a really beautiful service., Others :  It really was. Oh, c'mere, sweetheart. (Hugs her) Y'know, I think it might be time for you to start using night cream., Speaker :  What?, ; First, the emotion of others is neutral, the emotion of others is neutral, Joey respond with neutral, 	Joey has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
345	02_e09_c09(1) 	"[['Monica Geller', "" Really? I'm perfectly comfortable. [one of the guest opens the refrigerator] Hey, hey, hey, get in line buddy, I was next. [she opens the refrigerator and leans into it]""], ['Rachel Green', ' [answering the door] Mr. Treeger.'], ['Mr. Treeger', ' Uhh, you said there was a party.'], ['Rachel Green', ' Oh, yeah, well hey, welcome to our sauna.'], ['Mr. Treeger', "" Ahh, is it hot? My body always stays cool, probably 'cause I have so much skin. Hey, cheese! [Ross is speaking to Monica and Rachel about tipping the super.]""], ['Ross Geller', "" Alright, alright, here's the chance. Monica give him cash, Rachel give him your earrings. Something, now, anything.""], ['Monica Geller', ' No, I will not cave.'], ['Rachel Green', "" Yeah, I'm with Mon.""], ['Ross Geller', "" Alright, alright, you know how you say I never seize the day? Well, alright, even though he's your super, I'm seizing. [approaches Mr. Treeger] Mr. Treeger, here is 50 bucks, merry Christmas. [Gives him the cash.]""]]"	Ross Geller	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is anger, the emotion of others is neutral, Ross respond with neutral, the emotion of others is neutral, the emotion of others is neutral, Ross respond with neutral, 	 Alright, alright, here's the chance. Monica give him cash, Rachel give him your earrings. Something, now, anything.,  Alright, alright, you know how you say I never seize the day? Well, alright, even though he's your super, I'm seizing. [approaches Mr. Treeger] Mr. Treeger, here is 50 bucks, merry Christmas. [Gives him the cash.], ; 	Others :  Really? I'm perfectly comfortable. [one of the guest opens the refrigerator] Hey, hey, hey, get in line buddy, I was next. [she opens the refrigerator and leans into it], Others :  [answering the door] Mr. Treeger., Others :  Uhh, you said there was a party., Others :  Oh, yeah, well hey, welcome to our sauna., Others :  Ahh, is it hot? My body always stays cool, probably 'cause I have so much skin. Hey, cheese! [Ross is speaking to Monica and Rachel about tipping the super.], Speaker :  Alright, alright, here's the chance. Monica give him cash, Rachel give him your earrings. Something, now, anything., Others :  No, I will not cave., Others :  Yeah, I'm with Mon., Speaker :  Alright, alright, you know how you say I never seize the day? Well, alright, even though he's your super, I'm seizing. [approaches Mr. Treeger] Mr. Treeger, here is 50 bucks, merry Christmas. [Gives him the cash.], ; 	Others :  Really? I'm perfectly comfortable. [one of the guest opens the refrigerator] Hey, hey, hey, get in line buddy, I was next. [she opens the refrigerator and leans into it], Others :  [answering the door] Mr. Treeger., Others :  Uhh, you said there was a party., Others :  Oh, yeah, well hey, welcome to our sauna., Others :  Ahh, is it hot? My body always stays cool, probably 'cause I have so much skin. Hey, cheese! [Ross is speaking to Monica and Rachel about tipping the super.], Speaker :  Alright, alright, here's the chance. Monica give him cash, Rachel give him your earrings. Something, now, anything., Others :  No, I will not cave., Others :  Yeah, I'm with Mon., Speaker :  Alright, alright, you know how you say I never seize the day? Well, alright, even though he's your super, I'm seizing. [approaches Mr. Treeger] Mr. Treeger, here is 50 bucks, merry Christmas. [Gives him the cash.], ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is anger, the emotion of others is neutral, Ross respond with neutral, the emotion of others is neutral, the emotion of others is neutral, Ross respond with neutral, 	True	1	Ross has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  Really? I'm perfectly comfortable. [one of the guest opens the refrigerator] Hey, hey, hey, get in line buddy, I was next. [she opens the refrigerator and leans into it], Others :  [answering the door] Mr. Treeger., Others :  Uhh, you said there was a party., Others :  Oh, yeah, well hey, welcome to our sauna., Others :  Ahh, is it hot? My body always stays cool, probably 'cause I have so much skin. Hey, cheese! [Ross is speaking to Monica and Rachel about tipping the super.], Speaker :  Alright, alright, here's the chance. Monica give him cash, Rachel give him your earrings. Something, now, anything., Others :  No, I will not cave., Others :  Yeah, I'm with Mon., Speaker :  Alright, alright, you know how you say I never seize the day? Well, alright, even though he's your super, I'm seizing. [approaches Mr. Treeger] Mr. Treeger, here is 50 bucks, merry Christmas. [Gives him the cash.], ; 	Others :  Really? I'm perfectly comfortable. [one of the guest opens the refrigerator] Hey, hey, hey, get in line buddy, I was next. [she opens the refrigerator and leans into it], Others :  [answering the door] Mr. Treeger., Others :  Uhh, you said there was a party., Others :  Oh, yeah, well hey, welcome to our sauna., Others :  Ahh, is it hot? My body always stays cool, probably 'cause I have so much skin. Hey, cheese! [Ross is speaking to Monica and Rachel about tipping the super.], Speaker :  Alright, alright, here's the chance. Monica give him cash, Rachel give him your earrings. Something, now, anything., Others :  No, I will not cave., Others :  Yeah, I'm with Mon., Speaker :  Alright, alright, you know how you say I never seize the day? Well, alright, even though he's your super, I'm seizing. [approaches Mr. Treeger] Mr. Treeger, here is 50 bucks, merry Christmas. [Gives him the cash.], ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is anger, the emotion of others is neutral, Ross respond with neutral, the emotion of others is neutral, the emotion of others is neutral, Ross respond with neutral, 	Ross has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
346	01_e22_c12(0) 	"[['Rachel Green', "" (talking in her sleep) Oooooooooh. (Rachel strokes her hand over the pillow. Ross mimicks her silently) Oh, that's nice. Oh, oh. Huh, Ross!""], ['Rachel Green', ' Ross?'], ['Ross Geller', "" I'm here.""]]"	Rachel Green	The emotion of Rachel is initially neutral, Rachel respond with neutral, the emotion of others is neutral, 	 (talking in her sleep) Oooooooooh. (Rachel strokes her hand over the pillow. Ross mimicks her silently) Oh, that's nice. Oh, oh. Huh, Ross!,  Ross?, ; 	Speaker :  (talking in her sleep) Oooooooooh. (Rachel strokes her hand over the pillow. Ross mimicks her silently) Oh, that's nice. Oh, oh. Huh, Ross!, Speaker :  Ross?, Others :  I'm here., ; 	Speaker :  (talking in her sleep) Oooooooooh. (Rachel strokes her hand over the pillow. Ross mimicks her silently) Oh, that's nice. Oh, oh. Huh, Ross!, Speaker :  Ross?, Others :  I'm here., ; The emotion of Rachel is initially neutral, Rachel respond with neutral, the emotion of others is neutral, 	False	0	Rachel has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Speaker :  (talking in her sleep) Oooooooooh. (Rachel strokes her hand over the pillow. Ross mimicks her silently) Oh, that's nice. Oh, oh. Huh, Ross!, Speaker :  Ross?, Others :  I'm here., ; 	Speaker :  (talking in her sleep) Oooooooooh. (Rachel strokes her hand over the pillow. Ross mimicks her silently) Oh, that's nice. Oh, oh. Huh, Ross!, Speaker :  Ross?, Others :  I'm here., ; The emotion of Rachel is initially neutral, Rachel respond with neutral, the emotion of others is neutral, 	Rachel has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
347	03_e08_c02(0) 	"[['Rachel', ' Phoebe, your in pain, would you just go to the dentist, just go.'], ['Phoebe', "" All right, fine, fine, but if you're my next victim, don't come back as a poltergeist and like suck me into the TV set.""], ['Rachel', ' I promise.']]"	Ross	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Phoebe, your in pain, would you just go to the dentist, just go., Others :  All right, fine, fine, but if you're my next victim, don't come back as a poltergeist and like suck me into the TV set., Others :  I promise., ; 	Others :  Phoebe, your in pain, would you just go to the dentist, just go., Others :  All right, fine, fine, but if you're my next victim, don't come back as a poltergeist and like suck me into the TV set., Others :  I promise., ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Ross has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  Phoebe, your in pain, would you just go to the dentist, just go., Others :  All right, fine, fine, but if you're my next victim, don't come back as a poltergeist and like suck me into the TV set., Others :  I promise., ; 	Others :  Phoebe, your in pain, would you just go to the dentist, just go., Others :  All right, fine, fine, but if you're my next victim, don't come back as a poltergeist and like suck me into the TV set., Others :  I promise., ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	Ross has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
348	02_e09_c10(0) 	"[['Phoebe Buffay', ' OK.'], ['Joey Tribbiani', "" How far'd ya get?""], ['Phoebe Buffay', ' Mailbox.'], ['Chandler Bing', "" Alright, we're gettin' closer.""], ['Phoebe Buffay', ' Uh-huh.'], ['Joey Tribbiani', "" Phoebs, what's goin' on?""]]"	Joey Tribbiani	First, the emotion of others is neutral, Joey respond with neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, Joey respond with neutral, 	 How far'd ya get?,  Phoebs, what's goin' on?, ; 	Others :  OK., Speaker :  How far'd ya get?, Others :  Mailbox., Others :  Alright, we're gettin' closer., Others :  Uh-huh., Speaker :  Phoebs, what's goin' on?, ; 	Others :  OK., Speaker :  How far'd ya get?, Others :  Mailbox., Others :  Alright, we're gettin' closer., Others :  Uh-huh., Speaker :  Phoebs, what's goin' on?, ; First, the emotion of others is neutral, Joey respond with neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, Joey respond with neutral, 	True	1	Joey has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  OK., Speaker :  How far'd ya get?, Others :  Mailbox., Others :  Alright, we're gettin' closer., Others :  Uh-huh., Speaker :  Phoebs, what's goin' on?, ; 	Others :  OK., Speaker :  How far'd ya get?, Others :  Mailbox., Others :  Alright, we're gettin' closer., Others :  Uh-huh., Speaker :  Phoebs, what's goin' on?, ; First, the emotion of others is neutral, Joey respond with neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, Joey respond with neutral, 	Joey has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
349	01_e03_c07(0) 	"[['Phoebe Buffay', ' Hey, Lizzie.'], ['Lizzie', ' Hey, Weird Girl.'], ['Phoebe Buffay', ' I brought you alphabet soup.'], ['Lizzie', ' Did you pick out the vowels?'], ['Phoebe Buffay', ' Yes. But I left in the Ys. \'Cause, y\'know, ""sometimes y"". Uh, I also have something else for you. (She searches in her purse.)'], ['Lizzie', ' Saltines?'], ['Phoebe Buffay', ' No, but would you like a thousand dollars and a football phone?']]"	Phoebe Buffay	The emotion of Phoebe is initially neutral, the emotion of others is neutral, Phoebe respond with joy, the emotion of others is neutral, Phoebe respond with neutral, the emotion of others is neutral, Phoebe respond with joy, 	" Hey, Lizzie.,  I brought you alphabet soup.,  Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, I also have something else for you. (She searches in her purse.),  No, but would you like a thousand dollars and a football phone?, ; "	"Speaker :  Hey, Lizzie., Others :  Hey, Weird Girl., Speaker :  I brought you alphabet soup., Others :  Did you pick out the vowels?, Speaker :  Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, I also have something else for you. (She searches in her purse.), Others :  Saltines?, Speaker :  No, but would you like a thousand dollars and a football phone?, ; "	"Speaker :  Hey, Lizzie., Others :  Hey, Weird Girl., Speaker :  I brought you alphabet soup., Others :  Did you pick out the vowels?, Speaker :  Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, I also have something else for you. (She searches in her purse.), Others :  Saltines?, Speaker :  No, but would you like a thousand dollars and a football phone?, ; The emotion of Phoebe is initially neutral, the emotion of others is neutral, Phoebe respond with joy, the emotion of others is neutral, Phoebe respond with neutral, the emotion of others is neutral, Phoebe respond with joy, "	True	1	Phoebe has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	"Speaker :  Hey, Lizzie., Others :  Hey, Weird Girl., Speaker :  I brought you alphabet soup., Others :  Did you pick out the vowels?, Speaker :  Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, I also have something else for you. (She searches in her purse.), Others :  Saltines?, Speaker :  No, but would you like a thousand dollars and a football phone?, ; "	"Speaker :  Hey, Lizzie., Others :  Hey, Weird Girl., Speaker :  I brought you alphabet soup., Others :  Did you pick out the vowels?, Speaker :  Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, I also have something else for you. (She searches in her purse.), Others :  Saltines?, Speaker :  No, but would you like a thousand dollars and a football phone?, ; The emotion of Phoebe is initially neutral, the emotion of others is neutral, Phoebe respond with joy, the emotion of others is neutral, Phoebe respond with neutral, the emotion of others is neutral, Phoebe respond with joy, "	Phoebe has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
350	04_e24_c15(0) 	[['Joey', ' Do something..... Something....'], ['Joey', ' Hey.'], ['Chandler', ' Hey.']]	Joey	The emotion of Joey is initially neutral, Joey respond with anger, the emotion of others is neutral, 	 Do something..... Something....,  Hey., ; 	Speaker :  Do something..... Something...., Speaker :  Hey., Others :  Hey., ; 	Speaker :  Do something..... Something...., Speaker :  Hey., Others :  Hey., ; The emotion of Joey is initially neutral, Joey respond with anger, the emotion of others is neutral, 	True	1	Joey has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Speaker :  Do something..... Something...., Speaker :  Hey., Others :  Hey., ; 	Speaker :  Do something..... Something...., Speaker :  Hey., Others :  Hey., ; The emotion of Joey is initially neutral, Joey respond with anger, the emotion of others is neutral, 	Joey has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
351	01_e17_c04(1) 	[['Chandler Bing', ' Alright, what have we learned so far?'], ['The Whole Party', ' (Jumping up) SURPRISE!!!'], ['Ross Geller', ' What the hell are you doing? You scared the crap outta me.'], ['Rachel Green', ' Was that the cake?'], ['Ross Geller', ' Yeah, yeah. I got a lemon schmush.']]	Monica Geller	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Alright, what have we learned so far?, Others :  (Jumping up) SURPRISE!!!, Others :  What the hell are you doing? You scared the crap outta me., Others :  Was that the cake?, Others :  Yeah, yeah. I got a lemon schmush., ; 	Others :  Alright, what have we learned so far?, Others :  (Jumping up) SURPRISE!!!, Others :  What the hell are you doing? You scared the crap outta me., Others :  Was that the cake?, Others :  Yeah, yeah. I got a lemon schmush., ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Monica has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  Alright, what have we learned so far?, Others :  (Jumping up) SURPRISE!!!, Others :  What the hell are you doing? You scared the crap outta me., Others :  Was that the cake?, Others :  Yeah, yeah. I got a lemon schmush., ; 	Others :  Alright, what have we learned so far?, Others :  (Jumping up) SURPRISE!!!, Others :  What the hell are you doing? You scared the crap outta me., Others :  Was that the cake?, Others :  Yeah, yeah. I got a lemon schmush., ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	Monica has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
352	02_e13_c13(0) 	"[['Van Damme', "" Can't you see what's going on here, this man is dying.""], ['Joey Tribbiani', ' Aaaaagggghhhhh.']]"	Director	First, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Can't you see what's going on here, this man is dying., Others :  Aaaaagggghhhhh., ; 	Others :  Can't you see what's going on here, this man is dying., Others :  Aaaaagggghhhhh., ; First, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Director has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  Can't you see what's going on here, this man is dying., Others :  Aaaaagggghhhhh., ; 	Others :  Can't you see what's going on here, this man is dying., Others :  Aaaaagggghhhhh., ; First, the emotion of others is neutral, the emotion of others is neutral, 	Director has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
353	02_e09_c04(0) 	"[['Chandler Bing', ' Who said anything about Christmas? [Monica and Ross enter.]'], ['Monica Geller', ' Hi.'], ['Ross Geller', ' Hey, anyone hear from Phoebe yet?'], ['Rachel Green', "" No, nothin'.""]]"	Joey Tribbiani	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Who said anything about Christmas? [Monica and Ross enter.], Others :  Hi., Others :  Hey, anyone hear from Phoebe yet?, Others :  No, nothin'., ; 	Others :  Who said anything about Christmas? [Monica and Ross enter.], Others :  Hi., Others :  Hey, anyone hear from Phoebe yet?, Others :  No, nothin'., ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Joey has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  Who said anything about Christmas? [Monica and Ross enter.], Others :  Hi., Others :  Hey, anyone hear from Phoebe yet?, Others :  No, nothin'., ; 	Others :  Who said anything about Christmas? [Monica and Ross enter.], Others :  Hi., Others :  Hey, anyone hear from Phoebe yet?, Others :  No, nothin'., ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	Joey has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
354	03_e16_c13(3) 	"[['Joey', "" Yeah, we'll be fine.""], ['Ross', ' Look Rachel, I wanted to tell you, I thought I should, I-I did, and then Chandler and Joey convinced me not to.'], ['Chandler', "" (handing Monica the wax) Wax the door shut, we're never leaving, ever.""], ['Phoebe', "" Hi, it's Phoebe. Listen someone's gonna have to take my 9:00 with Mr. Rehack, 'cause it's like 9:15 now, and I'm not there.""], ['Ross', "" Don't you realise none of this would've ever happened if I didn't think at that same moment you weren't having sex with Mark?""], ['Rachel', "" All right. Let's say I had slept with Mark. Would you have been able to forgive me?""], ['Ross', ' (pause) Yes I would.']]"	Rachel	First, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, Rachel respond with anger, the emotion of others is neutral, 	 All right. Let's say I had slept with Mark. Would you have been able to forgive me?, ; 	Others :  Yeah, we'll be fine., Others :  Look Rachel, I wanted to tell you, I thought I should, I-I did, and then Chandler and Joey convinced me not to., Others :  (handing Monica the wax) Wax the door shut, we're never leaving, ever., Others :  Hi, it's Phoebe. Listen someone's gonna have to take my 9:00 with Mr. Rehack, 'cause it's like 9:15 now, and I'm not there., Others :  Don't you realise none of this would've ever happened if I didn't think at that same moment you weren't having sex with Mark?, Speaker :  All right. Let's say I had slept with Mark. Would you have been able to forgive me?, Others :  (pause) Yes I would., ; 	Others :  Yeah, we'll be fine., Others :  Look Rachel, I wanted to tell you, I thought I should, I-I did, and then Chandler and Joey convinced me not to., Others :  (handing Monica the wax) Wax the door shut, we're never leaving, ever., Others :  Hi, it's Phoebe. Listen someone's gonna have to take my 9:00 with Mr. Rehack, 'cause it's like 9:15 now, and I'm not there., Others :  Don't you realise none of this would've ever happened if I didn't think at that same moment you weren't having sex with Mark?, Speaker :  All right. Let's say I had slept with Mark. Would you have been able to forgive me?, Others :  (pause) Yes I would., ; First, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, Rachel respond with anger, the emotion of others is neutral, 	True	1	Rachel has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  Yeah, we'll be fine., Others :  Look Rachel, I wanted to tell you, I thought I should, I-I did, and then Chandler and Joey convinced me not to., Others :  (handing Monica the wax) Wax the door shut, we're never leaving, ever., Others :  Hi, it's Phoebe. Listen someone's gonna have to take my 9:00 with Mr. Rehack, 'cause it's like 9:15 now, and I'm not there., Others :  Don't you realise none of this would've ever happened if I didn't think at that same moment you weren't having sex with Mark?, Speaker :  All right. Let's say I had slept with Mark. Would you have been able to forgive me?, Others :  (pause) Yes I would., ; 	Others :  Yeah, we'll be fine., Others :  Look Rachel, I wanted to tell you, I thought I should, I-I did, and then Chandler and Joey convinced me not to., Others :  (handing Monica the wax) Wax the door shut, we're never leaving, ever., Others :  Hi, it's Phoebe. Listen someone's gonna have to take my 9:00 with Mr. Rehack, 'cause it's like 9:15 now, and I'm not there., Others :  Don't you realise none of this would've ever happened if I didn't think at that same moment you weren't having sex with Mark?, Speaker :  All right. Let's say I had slept with Mark. Would you have been able to forgive me?, Others :  (pause) Yes I would., ; First, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, Rachel respond with anger, the emotion of others is neutral, 	Rachel has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
355	02_e21_c08(0) 	"[['Chandler Bing', ' Your cappucino sir.'], ['Ross Geller', ' Thank you. [they both pour in packets of cappucino mix]'], ['Chandler Bing', ' Ya know I think this is much better than the coffee house.'], ['Ross Geller', ' Absolutely. [they both stir thier coffee and proceed to stare into the mugs]'], ['Ross Geller', "" How come it's not mixing with the water?""], ['Chandler Bing', ' Well the package says you have to uh, constantly keep it moving. Stir and drink, stir and drink, never let it settle. [they both try to drink while continuously stirring]']]"	Chandler Bing	The emotion of Chandler is initially neutral, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, the emotion of others is neutral, Chandler respond with joy, 	 Your cappucino sir.,  Ya know I think this is much better than the coffee house.,  Well the package says you have to uh, constantly keep it moving. Stir and drink, stir and drink, never let it settle. [they both try to drink while continuously stirring], ; 	Speaker :  Your cappucino sir., Others :  Thank you. [they both pour in packets of cappucino mix], Speaker :  Ya know I think this is much better than the coffee house., Others :  Absolutely. [they both stir thier coffee and proceed to stare into the mugs], Others :  How come it's not mixing with the water?, Speaker :  Well the package says you have to uh, constantly keep it moving. Stir and drink, stir and drink, never let it settle. [they both try to drink while continuously stirring], ; 	Speaker :  Your cappucino sir., Others :  Thank you. [they both pour in packets of cappucino mix], Speaker :  Ya know I think this is much better than the coffee house., Others :  Absolutely. [they both stir thier coffee and proceed to stare into the mugs], Others :  How come it's not mixing with the water?, Speaker :  Well the package says you have to uh, constantly keep it moving. Stir and drink, stir and drink, never let it settle. [they both try to drink while continuously stirring], ; The emotion of Chandler is initially neutral, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, the emotion of others is neutral, Chandler respond with joy, 	False	0	Chandler has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Speaker :  Your cappucino sir., Others :  Thank you. [they both pour in packets of cappucino mix], Speaker :  Ya know I think this is much better than the coffee house., Others :  Absolutely. [they both stir thier coffee and proceed to stare into the mugs], Others :  How come it's not mixing with the water?, Speaker :  Well the package says you have to uh, constantly keep it moving. Stir and drink, stir and drink, never let it settle. [they both try to drink while continuously stirring], ; 	Speaker :  Your cappucino sir., Others :  Thank you. [they both pour in packets of cappucino mix], Speaker :  Ya know I think this is much better than the coffee house., Others :  Absolutely. [they both stir thier coffee and proceed to stare into the mugs], Others :  How come it's not mixing with the water?, Speaker :  Well the package says you have to uh, constantly keep it moving. Stir and drink, stir and drink, never let it settle. [they both try to drink while continuously stirring], ; The emotion of Chandler is initially neutral, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, the emotion of others is neutral, Chandler respond with joy, 	Chandler has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
356	02_e19_c10(0) 	"[['Joey Tribbiani', "" All the way to the airport huh? You know that's over 30 miles, that's gonna cost you about so bucks.""], ['Casting Guy', "" Excuse me, that's 50 bucks.""]]"	Casting Guy	First, the emotion of others is joy, Casting respond with neutral, 	 Excuse me, that's 50 bucks., ; 	Others :  All the way to the airport huh? You know that's over 30 miles, that's gonna cost you about so bucks., Speaker :  Excuse me, that's 50 bucks., ; 	Others :  All the way to the airport huh? You know that's over 30 miles, that's gonna cost you about so bucks., Speaker :  Excuse me, that's 50 bucks., ; First, the emotion of others is joy, Casting respond with neutral, 	True	1	Casting has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  All the way to the airport huh? You know that's over 30 miles, that's gonna cost you about so bucks., Speaker :  Excuse me, that's 50 bucks., ; 	Others :  All the way to the airport huh? You know that's over 30 miles, that's gonna cost you about so bucks., Speaker :  Excuse me, that's 50 bucks., ; First, the emotion of others is joy, Casting respond with neutral, 	Casting has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
